"D_Ctrl1.8m.mm10.nodup.q30"	"D_Ctrl2.8m.mm10.nodup.q30"	"D_Ctrl3.8m.mm10.nodup.q30"	"D_Ctrl4.8m.mm10.nodup.q30"	"D_Ctrl5.8m.mm10.nodup.q30"	"D_Ctrl6.8m.mm10.nodup.q30"	"D_Ctrl7.8m.mm10.nodup.q30"	"D_Ctrl8.8m.mm10.nodup.q30"	"D_Ctrl9.8m.mm10.nodup.q30"	"D_Ctrl10.8m.mm10.nodup.q30"	"D_Ctrl11.8m.mm10.nodup.q30"	"D_Ctrl12.8m.mm10.nodup.q30"	"D_Ctrl13.8m.mm10.nodup.q30"	"D_Ctrl14.8m.mm10.nodup.q30"	"D_Ctrl15.8m.mm10.nodup.q30"	"D_tDEN1.8m.mm10.nodup.q30"	"D_tDEN2.8m.mm10.nodup.q30"	"D_tDEN3.8m.mm10.nodup.q30"	"D_tDEN4.8m.mm10.nodup.q30"	"D_tDEN5.8m.mm10.nodup.q30"	"D_tDEN6.8m.mm10.nodup.q30"	"D_tDEN7.8m.mm10.nodup.q30"	"D_tDEN8.8m.mm10.nodup.q30"	"D_tDEN9.8m.mm10.nodup.q30"	"one_wayAnova.pvalue"	"one_wayAnova.p_adj"	"avg_lg2FC"	"med_lg2FC"	"Significant.pvalue.avg_lg2FC"	"Significant.padj.avg_lg2FC"	"Significant.pvalue.med_lg2FC"	"Significant.padj.med_lg2FC"
"8:96010001-96020000"	0	0	0	39.6207053277962	5.81656671623836	46.1041058083465	4.24633528879432	1.46974054082337	0	6.90380667270174	0	1.56038312086767	13.795360390378	27.4495529587476	1.46521144796078	156.125134741567	77.2149061668061	0	52.0552741963912	11.7322274535736	3.77609030595488	0	127.838971093184	1.48478771878625	0.0282730547211169	0.028273054721156	2.27226507581958	2.9105047435085	"upsig"	"upsig"	"upsig"	"upsig"
"8:96100001-96110000"	0	4.8783258421994	0	9.90517633194906	77.796579829688	0	0	20.5763675715271	0	54.3674775475262	15.3375028456545	0	3.06563564230623	24.560126331511	0	42.3768222869968	9.56644855163969	56.3339538753077	76.9831519805786	11.7322274535736	45.3130836714586	38.5622668779505	238.044980656274	11.1359078908969	0.0322907621137661	0.0322907621138167	2.06935845368501	3.7890172635706	"upsig"	"upsig"	"upsig"	"upsig"
"8:96310001-96320000"	16.7936476348456	58.5399101063928	9.2071040314934	19.1028400687589	15.2684876301257	0	46.0019656286052	57.3198810921113	32.8920480184711	24.1633233544561	8.76428734037403	14.043448087809	1.53281782115312	31.7836928996025	1.46521144796078	55.015523670838	157.163083348366	48.5880352174529	35.92547092427	80.6590637433182	45.3130836714586	0	124.900144171502	46.770813141767	0.00462885061847709	0.00462885061847651	1.55601340175136	1.53268547217629	"upsig"	"upsig"	"upsig"	"upsig"
"8:96530001-96540000"	0	0	0	4.24507557083531	11.6331334324767	0	1.41544509626477	0	0	44.8747433725613	7.30357278364502	0	5.36486237403591	11.5577065089464	0	57.2458827385746	54.6654202950839	29.5753257845366	21.2620134041598	17.5983411803603	18.8804515297744	0	6.61236057378538	1.48478771878625	0.0159306889179291	0.015930688917957	1.99984475639363	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"8:96910001-96920000"	0	0	0	2.83005038055687	4.36242503717877	0	1.41544509626477	2.93948108164673	0.699830808903639	16.3965408476666	0	3.12076624173533	10.7297247480718	4.33413994085488	0	20.816684632209	1.3666355073771	2.81669769376539	27.1273964122039	4.39958529509008	9.44022576488721	23.1373601267703	0	23.7566035005801	0.00770622959698009	0.00770622959699352	2.00605926710592	2.73756557274518	"upsig"	"upsig"	"upsig"	"upsig"
"8:97610001-97620000"	0	0	0	0	15.9955584696555	0	4.24633528879432	10.2881837857636	0	15.5335650135789	1.460714556729	21.8453636921473	30.6563564230623	14.4471331361829	4.39563434388234	59.4762418063113	0.683317753688549	35.2087211720673	29.3269150402204	8.79917059018017	0	59.5962306295599	98.4507018763602	0	0.015838213547541	0.0158382135475685	2.03129522283486	2.78793512352653	"upsig"	"upsig"	"upsig"	"upsig"
"8:97660001-97670000"	2.09920595435571	0	0	2.83005038055687	2.90828335811918	0	0	5.87896216329346	0	8.62975834087718	0	10.9226818460737	0	1.44471331361829	0	0	19.8162148569679	7.04174423441347	1.46634575201102	6.59937794263513	5.66413545893233	2.80452850021458	13.2247211475708	5.93915087514502	0.0270688866699197	0.0270688866699716	1.58661561592334	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"8:97890001-97900000"	9.79629445365996	0	0	14.1502519027844	21.085054346364	14.4075330651083	1.41544509626477	53.6455297400529	0	81.1197284042455	1.460714556729	3.12076624173533	0	1.44471331361829	1.46521144796078	86.2405506191514	66.9651398614778	2.81669769376539	17.5961490241322	17.5983411803603	3.77609030595488	0	73.4706730420598	128.434137675011	0.0414035326281356	0.0414035326281829	1.70346298723064	3.58625866348493	"upsig"	"upsig"	"upsig"	"upsig"
"8:100350001-100360000"	6.99735318118568	4.8783258421994	0	1.41502519027844	19.6309126673045	5.76301322604332	16.2776186070449	2.93948108164673	1.39966161780728	18.1224925158421	7.30357278364502	0	3.06563564230623	29.616622929175	8.79126868776468	107.05723525136	15.0329905811481	1.40834884688269	23.4615320321763	24.9309833388438	74.577783542609	5.60905700042916	3.67353365210299	4.45436315635876	0.0493738802929255	0.0493738802929671	1.78089570738633	1.38323680387943	"upsig"	"upsig"	"upsig"	"upsig"
"8:101810001-101820000"	0	0	0.708238771653338	20.5178652590373	10.1789917534171	0.720376653255414	23.3548440883688	13.962535137822	0	21.5743958521929	7.30357278364502	17.1642143295443	2.29922673172967	1.44471331361829	0.73260572398039	51.2982585579435	97.031121023774	4.92922096408943	27.8605692882094	0	10.3842483413759	8.41358550064374	99.9201153372014	1.48478771878625	0.0257663117072557	0.0257663117073031	2.06569872405205	2.17517614573505	"upsig"	"upsig"	"upsig"	"upsig"
"8:101970001-101980000"	2.79894127247427	0	0	0	8.72485007435754	0	2.83089019252955	0	9.79763132465095	0	2.92142911345801	0	0	5.77885325447318	0	75.8322083030469	0	0	5.86538300804408	8.79917059018017	1.88804515297744	48.3781166287015	0	23.7566035005801	0.0296285095427673	0.0296285095428102	3.06114517726323	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"8:102090001-102100000"	0	1.39380738348554	0	13.4427393076452	59.6198088414432	0	5.6617803850591	0	1.39966161780728	23.3003475203684	11.685716453832	0	1.53281782115312	31.0613362427933	0	97.3923459578348	22.5494858717221	26.7586280907712	32.2596065442424	37.3964750082657	25.4886095651955	1.40226425010729	42.6129903643947	33.4077236726907	0.00759696146202822	0.00759696146204125	1.83547308229465	4.52657885422097	"upsig"	"upsig"	"upsig"	"upsig"
"8:102180001-102190000"	0	0	0	9.19766373680984	2.90828335811918	10.8056497988312	6.36950293319149	4.4092216224701	2.79932323561456	18.9854683499298	1.460714556729	3.12076624173533	13.795360390378	4.33413994085488	0	61.706600874048	5.46654202950839	0	5.86538300804408	23.4644549071471	11.3282709178647	39.9645311280578	2.93882692168239	48.2556008605533	0.010659357006561	0.0106593570065795	2.08467910902651	1.85995547067947	"upsig"	"upsig"	"upsig"	"upsig"
"8:102510001-102520000"	0	0	0	22.640403044455	8.72485007435754	0	5.6617803850591	5.87896216329346	0	18.9854683499298	16.067860124019	0	3.83204455288279	2.88942662723659	0	0	0	26.0544536673298	11.7307660160882	13.1987558852703	9.44022576488721	42.7690596282724	29.3882692168239	26.7261789381526	0.0133832884766572	0.0133832884766875	1.64867495239485	2.19154680719724	"upsig"	"upsig"	"upsig"	"upsig"
"8:102760001-102770000"	0	0	4.24943262992003	6.36761335625297	30.5369752602514	0	5.6617803850591	30.129681086879	0	69.9010425611052	4.38214367018701	0	0	5.77885325447318	0	0	267.860559445911	1.40834884688269	87.9807451206612	16.1318127486636	44.3690610949699	2.80452850021458	168.982547996738	42.3164499854082	0.0221906749509546	0.02219067495099	2.74572327590121	3.3158764664666	"upsig"	"upsig"	"upsig"	"upsig"
"8:102950001-102960000"	0	0	0	1.41502519027844	10.1789917534171	10.0852731455758	5.6617803850591	0	0	25.0262991885438	16.067860124019	0	6.89768019518902	2.88942662723659	0	0	47.8322427581984	7.04174423441347	11.7307660160882	19.7981338279054	1.88804515297744	24.5396243768776	4.40824038252359	43.8012377041945	0.0224751011392812	0.0224751011393175	1.77873244306852	3.0513975828124	"upsig"	"upsig"	"upsig"	"upsig"
"8:103470001-103480000"	1.39947063623714	0	0	14.8577644979236	50.1678879275558	4.32225991953249	123.143723375035	7.34870270411683	21.6947550760128	62.9972358884034	46.7428658153281	0.780191560433833	78.9401177893855	13.0024198225646	26.3738060632941	298.868115076714	204.995326106565	48.5880352174529	122.43987029292	98.9906691395269	86.8500770369624	58.8950985045062	7.34706730420598	5.93915087514502	0.0127283348956942	0.0127283348957216	1.7831164678771	2.54731006458814	"upsig"	"upsig"	"upsig"	"upsig"
"8:103480001-103490000"	1.39947063623714	1.39380738348554	0	0	23.2662668649534	0	26.8934568290307	4.4092216224701	6.29847728013276	38.8339125339473	14.60714556729	0	13.795360390378	10.1129931953281	0	141.999527312568	75.848270659429	49.9963840643356	37.391816676281	29.3305686339339	14.1603386473308	1.40226425010729	0	0	0.0273198091184961	0.0273198091185491	2.04905422912872	2.73380914235626	"upsig"	"upsig"	"upsig"	"upsig"
"8:103530001-103540000"	8.39682381742282	0	0	13.4427393076452	23.9933377044832	0	62.2795842356501	19.1066270307038	2.79932323561456	29.3411783589824	0	3.12076624173533	1.53281782115312	2.88942662723659	0	3.71726511289446	36.2158409454931	7.04174423441347	77.7163248565841	6.59937794263513	16.992406376797	47.6769845036479	105.063062450146	37.8620868290495	0.0199754304096873	0.019975430409731	1.75875513181594	3.64776573525278	"upsig"	"upsig"	"upsig"	"upsig"
"8:103610001-103620000"	48.2817369501812	0	0	35.3756297569609	37.0806128160195	7.20376653255415	44.5865205323404	24.9855891939972	2.79932323561456	3.45190333635087	34.3267920831316	1.56038312086767	0	0	0	5.94762418063113	235.744625022549	14.0834884688269	146.634575201102	86.525177470105	31.1527450241278	25.2407565019312	14.694134608412	4.45436315635876	0.0391859871954744	0.0391859871955165	1.97293911376843	2.8702911802168	"upsig"	"upsig"	"upsig"	"upsig"
"8:103920001-103930000"	0	4.18142215045663	0	24.7629408298727	88.7026424226349	0	34.678404858487	20.5763675715271	37.7908636807965	35.3820091975964	1.460714556729	6.24153248347067	19.9266316749905	27.4495529587476	0	118.952483612623	27.332710147542	16.9001861625923	55.7211385764188	104.123518650465	154.81970254415	21.735095876663	18.367668260515	66.8154473453814	0.00710997354292426	0.00710997354293497	1.69433281382123	1.48352687462391	"upsig"	"upsig"	"upsig"	"upsig"
"8:103960001-103970000"	0	16.0287849100837	0	15.5652770930628	72.7070839529795	21.6112995976624	36.8015725028841	8.8184432449402	1.39966161780728	24.1633233544561	37.9785784749541	0	9.96331583749525	34.6731195268391	0	8.9214362709467	25.9660746401649	40.1379421361568	119.507178788898	59.3944014837161	63.2495126247443	91.1471762569739	4.40824038252359	218.263794661579	0.0103530140612832	0.0103530140613006	1.91066169270481	1.9319956891074	"upsig"	"upsig"	"upsig"	"upsig"
"8:104410001-104420000"	0	0	0	1.41502519027844	27.6286919021322	2.88150661302166	12.739005866383	0	0	2.58892750226315	2.92142911345801	1.56038312086767	6.13127128461246	1.44471331361829	31.5020461311568	22.3035906773667	1.3666355073771	29.5753257845366	22.7283591561708	35.1966823607207	38.7049256360376	30.8498135023604	5.87765384336479	241.278004302766	0.0404453230230066	0.0404453230230515	2.9732044390471	4.2444218579325	"upsig"	"upsig"	"upsig"	"upsig"
"8:104680001-104690000"	0	1.39380738348554	0	0	33.4452586183706	8.64451983906497	4.24633528879432	0	6.99830808903639	0	48.2035803720571	21.8453636921473	0	1.44471331361829	1.46521144796078	34.198839038629	4.78322427581984	40.8421165595981	7.3317287600551	8.06590637433182	24.5445869887068	12.6203782509656	27.1841490255621	28.2109666569388	0.0487647294126573	0.0487647294126978	1.29341081610288	4.08654975034583	"upsig"	"upsig"	"upsig"	"upsig"
"8:105420001-105430000"	79.0700909473982	11.1504590678843	0	7.07512595139219	12.3602042720065	33.1373260497491	34.678404858487	1.46974054082337	8.39796970684367	1.72595166817544	10.9553591754675	17.1642143295443	56.7142593826653	83.793372189861	0	11.8952483612623	42.3657007286901	57.7423027221904	103.377375516777	85.7919132542567	20.7684966827519	65.9064197550427	170.451961457579	44.5436315635876	0.0109592918142705	0.0109592918142906	1.49002825963281	2.37252553480494	"upsig"	"upsig"	"upsig"	"upsig"
"8:105780001-105790000"	0	1.39380738348554	0	0	50.1678879275558	4.32225991953249	31.8475146659574	5.87896216329346	1.39966161780728	11.2186858431403	0	94.4031788124938	9.96331583749525	11.5577065089464	0	1.48690604515778	180.395886973777	17.6043605860337	64.5192130884849	107.056575513859	50.0331965539022	16.1260388762338	2.93882692168239	72.0122043611333	0.0232399843292294	0.0232399843292681	1.94204388520935	3.53302789059933	"upsig"	"upsig"	"upsig"	"upsig"
"8:105920001-105930000"	0	2.09071107522831	0	28.3005038055687	25.4474793835428	0	13.4467284145154	36.7435135205842	0	24.1633233544561	27.7535765778511	24.9661299338827	7.66408910576558	13.0024198225646	0	37.9161041515235	84.7314014573801	7.74591865785482	36.6586438002755	10.9989632377252	3.77609030595488	61.6996270047208	82.287153807107	0	0.027480755730348	0.0274807557304015	1.41542873019264	1.49537327203966	"upsig"	"upsig"	"upsig"	"upsig"
"8:105980001-105990000"	6.99735318118568	0	0	8.49015114167062	50.8949587670856	5.76301322604332	43.878797984208	169.020162194687	0	31.0671300271578	27.0232192994866	0	3.83204455288279	7.22356656809147	0	116.722124544886	12.2997195663939	32.392023478302	138.569673565041	38.1297392241141	70.8016932366541	24.5396243768776	243.922634499639	57.9067210326639	0.0235395733872794	0.0235395733873193	1.79074199750435	3.0488495900234	"upsig"	"upsig"	"upsig"	"upsig"
"8:106280001-106290000"	16.0939123167271	68.2965617907916	0	6.36761335625297	77.0695089901582	8.64451983906497	33.9706823103546	39.6829946022309	0	6.04083083861403	37.2482211965896	41.3501527029932	30.6563564230623	40.4519727813122	16.849931651549	174.711460306039	120.947242402873	26.7586280907712	87.2475722446557	42.5293245192042	16.0483838003083	0	30.1229759472445	69.0426289235608	0.0448435201716639	0.0448435201717106	1.16163914200472	0.472271701609304	"upsig"	"upsig"	"nosig"	"nosig"
"8:106450001-106460000"	112.65738621709	0	0	24.0554282347334	14.5414167905959	0	19.1085087995745	1.46974054082337	5.59864647122912	3.45190333635087	127.812523713788	36.6690033403902	24.5250851384499	28.8942662723659	0	127.13046686099	0	0	79.1826706085951	69.660100505593	18.8804515297744	122.698121884388	141.063692240755	136.600470128335	0.0194373223927168	0.0194373223927582	1.53881962765698	2.44501688632816	"upsig"	"upsig"	"upsig"	"upsig"
"8:107310001-107320000"	0	3.48451845871386	0	16.9803022833412	12.3602042720065	0	13.4467284145154	4.4092216224701	4.19898485342184	41.4228400362105	16.067860124019	14.8236396482428	35.2548098865217	27.4495529587476	0	38.6595571741024	2.04995326106565	25.3502792438885	19.7956676521488	28.5973044180856	24.5445869887068	39.9645311280578	276.984437368566	71.2698105017402	0.0469954498017752	0.0469954498018196	2.21013035303004	1.21017657871164	"upsig"	"upsig"	"upsig"	"upsig"
"8:107320001-107330000"	0.699735318118568	0	1.41647754330668	7.07512595139219	9.45192091388733	2.88150661302166	2.83089019252955	4.4092216224701	4.19898485342184	20.7114200181052	24.8321474643931	7.80191560433833	1.53281782115312	11.5577065089464	0	0	13.666355073771	5.63339538753078	23.4615320321763	24.9309833388438	45.3130836714586	7.01132125053645	47.0212307469183	43.8012377041945	0.0043706511090702	0.00437065110907142	1.82179242501205	2.48218473486252	"upsig"	"upsig"	"upsig"	"upsig"
"8:107640001-107650000"	0	2.09071107522831	0	33.9606045666825	18.9038418277747	0	34.678404858487	17.6368864898804	0	1.72595166817544	52.5857240422442	0	6.89768019518902	14.4471331361829	0	24.5339497451034	25.9660746401649	13.3793140453856	64.5192130884849	8.06590637433182	11.3282709178647	11.919246125912	33.7965095993475	70.5274166423471	0.0461927029346497	0.0461927029346927	1.26643215921026	3.55271390521568	"upsig"	"upsig"	"upsig"	"upsig"
"8:107670001-107680000"	32.1878246334541	0	0	4.24507557083531	24.720408544013	0	5.6617803850591	0	0	5.17785500452631	31.4053629696736	0	7.66408910576558	2.88942662723659	0	7.43453022578891	13.666355073771	9.15426750473751	41.0576810563086	38.1297392241141	35.8728579065714	31.550945627414	124.900144171502	83.1481122520302	0.0029565768948349	0.0029565768948282	2.49308010934171	3.63403754564832	"upsig"	"upsig"	"upsig"	"upsig"
"8:107960001-107970000"	0	11.8473627596271	0	4.24507557083531	18.1767709882449	1.44075330651083	32.5552372140898	24.9855891939972	1.39966161780728	34.5190333635087	7.30357278364502	0	33.7219920653685	15.8918464498012	1.46521144796078	57.9893357611535	2.7332710147542	41.5462909830395	85.0480536166392	35.929946576569	20.7684966827519	98.859629632564	4.40824038252359	368.969748118384	0.0314433948399612	0.0314433948400094	2.67014342764727	2.50804540345441	"upsig"	"upsig"	"upsig"	"upsig"
"8:108680001-108690000"	0	0	0	25.4704534250119	175.95114316621	48.2652357681128	72.8954224576359	154.322756786453	60.8852803746166	54.3674775475262	1.460714556729	20.2849805712797	12.2625425692249	18.7812730770378	0	110.031047341676	263.077335170091	23.9419303970058	84.3148807406336	270.57449564804	194.468650756677	5.60905700042916	162.370187422952	23.0142096411869	0.0159232800445752	0.0159232800446031	1.55545443850235	2.43942683903312	"upsig"	"upsig"	"upsig"	"upsig"
"8:109520001-109530000"	25.1904714522685	0	0	33.9606045666825	31.991116939311	0	32.5552372140898	22.0461081123505	6.99830808903639	13.8076133454035	4.38214367018701	21.0651721317135	9.19690692691869	20.2259863906561	0	121.926295702938	18.4495793495908	23.9419303970058	68.9182503445179	31.5303612814789	15.1043612238195	38.5622668779505	32.3270961385063	177.432132394957	0.00705282675004821	0.00705282675005858	1.99124540912	1.22727994922227	"upsig"	"upsig"	"upsig"	"upsig"
"8:110110001-110120000"	4.19841190871141	0	0	14.1502519027844	77.796579829688	10.0852731455758	38.2170175991489	2.20461081123505	31.4923864006638	14.6705891794912	1.460714556729	0	25.2914940490264	62.1226724855866	1.46521144796078	28.2512148579979	6.83317753688549	0	71.85094184854	24.9309833388438	36.8168804830601	136.019632260407	148.410759544961	20.7870280630076	0.0479711724759347	0.0479711724759809	1.47995704404058	1.48606274973022	"upsig"	"upsig"	"upsig"	"upsig"
"8:110250001-110260000"	0	0	0	58.0160328014159	49.440817088026	0	57.3255263987234	0	0	82.8456800724209	13.8767882889255	0	42.9188989922872	101.85228861009	0	2.97381209031557	9.56644855163969	109.147035633409	106.310067020799	109.989632377252	16.992406376797	8.41358550064374	82.287153807107	140.312439425301	0.0495929520404068	0.0495929520404487	1.2653877359707	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"8:111050001-111060000"	0	5.57522953394217	0	2.12253778541766	8.72485007435754	7.20376653255415	11.3235607701182	29.3948108164673	0	9.4927341749649	15.3375028456545	1.56038312086767	0.766408910576558	2.88942662723659	0	0	29.3826634086076	2.81669769376539	21.9951862801653	7.33264215848348	11.3282709178647	42.0679275032187	8.81648076504718	28.2109666569388	0.0281622358746936	0.0281622358747323	1.42384575961721	1.97107253292589	"upsig"	"upsig"	"upsig"	"upsig"
"8:111280001-111290000"	0	0	0	9.90517633194906	5.81656671623836	0	7.07722548132387	11.7579243265869	3.4991540445182	16.3965408476666	0	18.724597450412	10.7297247480718	7.22356656809147	0	98.1357989804137	1.3666355073771	1.40834884688269	28.5937421642149	5.13284951093843	34.9288353300827	17.5283031263411	1.4694134608412	21.5294219224007	0.0445886215526697	0.0445886215527157	1.94199056758266	1.59144659393927	"upsig"	"upsig"	"upsig"	"upsig"
"8:111870001-111880000"	9.79629445365996	5.57522953394217	0	6.36761335625297	13.0872751115363	0	14.1544509626477	22.0461081123505	1.39966161780728	6.90380667270174	11.685716453832	0	8.43049801634214	0	0	49.0678994902068	2.7332710147542	4.22504654064808	16.1298032721212	95.3243480602852	16.0483838003083	0	47.7559374773389	37.8620868290495	0.00957939528431082	0.00957939528432494	2.17336400073265	1.34090420000738	"upsig"	"upsig"	"upsig"	"upsig"
"8:111900001-111910000"	0	5.57522953394217	0	7.78263854653141	8.72485007435754	23.7724295574287	6.36950293319149	11.0230540561752	0.699830808903639	0	1.460714556729	1.56038312086767	0.766408910576558	5.77885325447318	0.73260572398039	36.4291981063657	6.83317753688549	0	30.0600879162259	13.1987558852703	1.88804515297744	9.81584975075103	27.1841490255621	7.42393859393127	0.0217522037033853	0.0217522037034192	1.57618644638186	2.65321286863092	"upsig"	"upsig"	"upsig"	"upsig"
"8:113040001-113050000"	0	0	0	19.1028400687589	7.27070839529795	0	19.8162313477069	0	6.99830808903639	24.1633233544561	13.146431010561	0	1.53281782115312	57.7885325447318	1.46521144796078	7.43453022578891	51.9321492803297	7.74591865785482	22.7283591561708	0	16.992406376797	96.7562332574031	20.5717884517768	152.933135034984	0.0337430200342241	0.033743020034279	2.05462851332003	3.746409078302	"upsig"	"upsig"	"upsig"	"upsig"
"8:113340001-113350000"	41.9841190871141	0	0	9.90517633194906	7.27070839529795	0	1.41544509626477	35.2737729797608	5.59864647122912	15.5335650135789	19.7196465158416	0	12.2625425692249	17.3365597634195	1.46521144796078	35.6857450837868	156.479765594678	11.9709651985029	105.576894144793	44.7291171667492	45.3130836714586	0	32.3270961385063	0	0.0144565250447256	0.0144565250447609	2.10182780246449	2.29518005497029	"upsig"	"upsig"	"upsig"	"upsig"
"8:113720001-113730000"	120.354474716394	0	56.659101732267	53.0634446354414	55.9844546437942	11.5260264520866	67.9413646207092	44.092216224701	11.1972929424582	19.8484441840175	49.6642949287861	73.3380066807803	42.9188989922872	200.815150592943	90.110504049588	139.025715222253	284.260185534436	0	98.9783382607439	64.5272509946546	89.6821447664285	3.50566062526823	235.106153734591	286.564029725747	0.035825357994832	0.0358253579948774	1.15797589093053	0.89939448936735	"upsig"	"upsig"	"nosig"	"nosig"
"8:113890001-113900000"	23.0912654979128	0	0	35.3756297569609	58.8927380019134	28.0946894769612	14.1544509626477	44.8270864951127	2.79932323561456	37.9709366998596	26.2928620211221	3.12076624173533	10.7297247480718	8.66827988170976	0	77.3191143482047	26.6493923938534	16.196011739151	39.5913353042975	21.2646622596021	9.44022576488721	15.4249067511802	146.206639353699	90.5720508459615	0.0368733751602011	0.0368733751602489	1.32727547938336	0.912846850317544	"upsig"	"upsig"	"nosig"	"nosig"
"8:114780001-114790000"	8.39682381742282	0	0	1.41502519027844	2.90828335811918	12.9667797585975	52.3714685617967	31.5994216277024	2.79932323561456	13.8076133454035	32.1357202480381	0	7.66408910576558	31.7836928996025	0	52.7851646031013	0	29.5753257845366	31.5264336682369	58.6611372678678	33.0407901771052	61.6996270047208	0	26.7261789381526	0.0224215344955492	0.0224215344955854	1.30845943340924	2.04037573913615	"upsig"	"upsig"	"upsig"	"upsig"
"8:116070001-116080000"	0	0	0	23.3479156395942	5.81656671623836	0	7.07722548132387	65.4034540666398	50.387818241062	4.31487917043859	83.2607297335532	46.0313020655962	7.66408910576558	29.616622929175	1.46521144796078	0	149.646588057792	4.22504654064808	41.7908539323141	92.3912911968918	73.6337609661202	155.651331761909	146.206639353699	65.3306596265952	0.00306054789858743	0.00306054789858123	1.90492859865701	3.3791116018327	"upsig"	"upsig"	"upsig"	"upsig"
"8:116220001-116230000"	17.4933829529642	26.4823402862253	0	0	21.085054346364	0	36.8015725028841	1.46974054082337	0	26.7522508567193	1.460714556729	1.56038312086767	32.1891742442154	29.616622929175	0	0	21.8661681180336	119.709651985029	8.79807451206612	19.064869612057	45.3130836714586	45.5735881284869	120.491903788978	21.5294219224007	0.0186455444824482	0.0186455444824862	1.78258775329712	3.80872821844316	"upsig"	"upsig"	"upsig"	"upsig"
"8:116360001-116370000"	25.890206770387	52.2677768807079	1.41647754330668	0.707512595139219	73.4341547925092	12.9667797585975	43.878797984208	33.8040324389374	12.5969545602655	13.8076133454035	21.9107183509351	18.724597450412	9.96331583749525	36.1178328404573	4.39563434388234	114.491765477149	174.929344944269	12.6751396219442	54.2547928244077	107.056575513859	15.1043612238195	48.3781166287015	0	503.34303666854	0.0358776575206587	0.0358776575207039	2.24634356645285	1.53481588636862	"upsig"	"upsig"	"upsig"	"upsig"
"8:117050001-117060000"	0	0	1.41647754330668	65.7986713479473	77.796579829688	1.44075330651083	71.4799773613711	25.7204594644089	2.09949242671092	16.3965408476666	75.9571569499082	0	32.1891742442154	73.680378994533	0	2.97381209031557	1.3666355073771	3.52087211720673	94.5793010047108	231.711492208078	41.5369933655037	29.4475492522531	313.719773889596	177.432132394957	0.0359366400481261	0.0359366400481714	1.75044828603209	1.34100530735319	"upsig"	"upsig"	"upsig"	"upsig"
"8:118350001-118360000"	5.59788254494855	0	0	15.5652770930628	46.5325337299069	28.0946894769612	60.8641391393853	12.4927945969986	40.5901869164111	7.76678250678946	59.8892968258892	0	9.19690692691869	42.6190427517397	71.0627552260979	92.1881747997825	15.0329905811481	4.22504654064808	120.240351664904	73.3264215848347	50.0331965539022	30.1486813773068	370.292192131981	168.52340608224	0.0189183876579033	0.0189183876579426	1.94389304327119	2.2360018759975	"upsig"	"upsig"	"upsig"	"upsig"
"8:118710001-118720000"	44.7830603595884	0	1.41647754330668	9.19766373680984	26.9016210626024	0	13.4467284145154	0	0.699830808903639	13.8076133454035	7.30357278364502	0	9.19690692691869	18.7812730770378	0	26.7643088128401	8.19981304426259	4.22504654064808	52.7884470723967	48.3954382459909	41.5369933655037	2.80452850021458	83.0218605375276	231.626884130656	0.0220880112789519	0.0220880112789869	2.51569179506212	2.50772250753444	"upsig"	"upsig"	"upsig"	"upsig"
"8:118750001-118760000"	1.39947063623714	0	12.7482978897601	447.147960127986	273.378635663203	1.44075330651083	450.819263160331	462.96827035936	48.9881566232548	277.878218576245	1.460714556729	0	21.4594494961436	858.882064946076	0	744.19647560147	2285.6978860882	416.871258677277	506.622457319807	410.627960875075	297.367111593947	224.362280017167	933.81225436458	293.245574460285	0.0154610540964255	0.0154610540964516	1.83350547612896	4.27991693658568	"upsig"	"upsig"	"upsig"	"upsig"
"8:118970001-118980000"	0	0	0	33.9606045666825	63.2551630390921	1.44075330651083	38.2170175991489	12.4927945969986	2.79932323561456	21.5743958521929	79.6089433417307	0	0	5.77885325447318	12.4542973076666	95.905439912677	43.7323362360671	5.63339538753078	49.8557555683747	68.9268362897447	38.7049256360376	57.4928342543989	23.5106153734591	48.9979947199464	0.0104262271524261	0.0104262271524437	1.40914455640514	3.08386756668784	"upsig"	"upsig"	"upsig"	"upsig"
"8:119140001-119150000"	0	0	0	10.6126889270883	11.6331334324767	1.44075330651083	18.4007862514421	22.7809783827622	0	8.62975834087718	35.0571493614961	0	3.06563564230623	2.88942662723659	5.86084579184312	47.580993445049	62.181915585658	4.22504654064808	30.0600879162259	30.7970970656306	16.992406376797	0	16.1635480692532	0	0.0301172995427432	0.0301172995427874	1.52606698972513	2.47063202926122	"upsig"	"upsig"	"upsig"	"upsig"
"8:119470001-119480000"	8.39682381742282	1.39380738348554	64.4497282204538	4.24507557083531	28.355762741662	85.0044450841389	19.8162313477069	4.4092216224701	2.79932323561456	6.90380667270174	21.9107183509351	10.9226818460737	19.9266316749905	11.5577065089464	0	133.8215440642	0	131.680617183532	63.0528673364739	7.33264215848348	16.992406376797	93.2505726321348	27.1841490255621	23.7566035005801	0.0319156696502095	0.0319156696502589	1.5139083665217	1.31543854195515	"upsig"	"upsig"	"upsig"	"upsig"
