"D_Ctrl1.8m.mm10.nodup.q30"	"D_Ctrl2.8m.mm10.nodup.q30"	"D_Ctrl3.8m.mm10.nodup.q30"	"D_Ctrl4.8m.mm10.nodup.q30"	"D_Ctrl5.8m.mm10.nodup.q30"	"D_Ctrl6.8m.mm10.nodup.q30"	"D_Ctrl7.8m.mm10.nodup.q30"	"D_Ctrl8.8m.mm10.nodup.q30"	"D_Ctrl9.8m.mm10.nodup.q30"	"D_Ctrl10.8m.mm10.nodup.q30"	"D_Ctrl11.8m.mm10.nodup.q30"	"D_Ctrl12.8m.mm10.nodup.q30"	"D_Ctrl13.8m.mm10.nodup.q30"	"D_Ctrl14.8m.mm10.nodup.q30"	"D_Ctrl15.8m.mm10.nodup.q30"	"D_tDEN1.8m.mm10.nodup.q30"	"D_tDEN2.8m.mm10.nodup.q30"	"D_tDEN3.8m.mm10.nodup.q30"	"D_tDEN4.8m.mm10.nodup.q30"	"D_tDEN5.8m.mm10.nodup.q30"	"D_tDEN6.8m.mm10.nodup.q30"	"D_tDEN7.8m.mm10.nodup.q30"	"D_tDEN8.8m.mm10.nodup.q30"	"D_tDEN9.8m.mm10.nodup.q30"	"one_wayAnova.pvalue"	"one_wayAnova.p_adj"	"avg_lg2FC"	"med_lg2FC"	"Significant.pvalue.avg_lg2FC"	"Significant.padj.avg_lg2FC"	"Significant.pvalue.med_lg2FC"	"Significant.padj.med_lg2FC"
"4:15320001-15330000"	0	0	0	1.41502519027844	13.0872751115363	0	2.83089019252955	0	0	25.8892750226315	5.84285822691602	7.80191560433833	16.8609960326843	1.44471331361829	0	60.9631478514691	32.1159344233618	1.40834884688269	18.3293219001377	6.59937794263513	5.66413545893233	1.40226425010729	49.9600576686007	1.48478771878625	0.0299021449109345	0.029902144910978	1.97996859570942	2.22150230630239	"upsig"	"upsig"	"upsig"	"upsig"
"4:15510001-15520000"	0	0	0	9.90517633194906	8.72485007435754	0	12.739005866383	1.46974054082337	4.89881566232548	1.72595166817544	0	1.56038312086767	0	15.8918464498012	0	28.2512148579979	12.2997195663939	11.2667907750616	11.7307660160882	2.93305686339339	1.88804515297744	0	25.7147355647209	4.45436315635876	0.0335991557879632	0.0335991557880176	1.52882747794457	2.93844323983529	"upsig"	"upsig"	"upsig"	"upsig"
"4:16390001-16400000"	0	0	0	7.78263854653141	13.8143459510661	0	2.83089019252955	1.46974054082337	0	10.3557100090526	2.92142911345801	26.5265130547503	0	18.7812730770378	0	0	23.2328036254107	8.45009308129616	21.9951862801653	5.86611372678678	13.2163160708421	15.4249067511802	35.2659230601887	11.87830175029	0.0235858976099698	0.0235858976100097	1.41671837065148	3.16868669669747	"upsig"	"upsig"	"upsig"	"upsig"
"4:16480001-16490000"	0	0	0	1.41502519027844	5.08949587670856	0	7.78494802945626	0	2.09949242671092	10.3557100090526	5.84285822691602	0	1.53281782115312	52.7320359470677	0	93.6750808449403	1.3666355073771	11.2667907750616	2.93269150402204	26.3975117705405	0	29.4475492522531	1.4694134608412	83.8905061114234	0.0432466290412784	0.0432466290413218	2.26482884927403	2.99317699650531	"upsig"	"upsig"	"upsig"	"upsig"
"4:16660001-16670000"	1.39947063623714	0	0	12.7352267125059	12.3602042720065	0	7.78494802945626	0	9.09780051574731	43.1487917043859	14.60714556729	0	4.59845346345935	0	0	10.4083423161045	0	5.63339538753078	33.7259522962535	8.79917059018017	25.4886095651955	37.1600026278432	4.40824038252359	66.8154473453814	0.0439428214381218	0.0439428214381667	1.60095536973829	2.89478719456841	"upsig"	"upsig"	"upsig"	"upsig"
"4:17070001-17080000"	0	0	0	1.41502519027844	11.6331334324767	0	0	0	0	6.90380667270174	0	0	0	1.44471331361829	0	0	36.8991586991817	7.04174423441347	13.1971117680992	28.5973044180856	0	0	0	56.4219333138777	0.0129987163136532	0.0129987163136819	3.4689945263902	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:17230001-17240000"	0	0	0	0	24.720408544013	5.76301322604332	0	1.46974054082337	0	12.9446375113158	1.460714556729	3.12076624173533	22.2258584067202	4.33413994085488	1.46521144796078	0	8.19981304426259	338.707897675288	74.0504604765565	30.7970970656306	39.6489482125263	27.3441528770922	30.8576826776651	213.809431505221	0.0125974000343509	0.0125974000343777	4.03708223758563	4.39644894041783	"upsig"	"upsig"	"upsig"	"upsig"
"4:17750001-17760000"	0	0	0	12.7352267125059	0	1.44075330651083	11.3235607701182	1.46974054082337	1.39966161780728	13.8076133454035	1.460714556729	0	1.53281782115312	10.1129931953281	0	7.43453022578891	0	7.04174423441347	21.2620134041598	4.39958529509008	3.77609030595488	8.41358550064374	16.1635480692532	20.7870280630076	0.027221770476445	0.0272217704764978	1.42843428016959	2.3674182532316	"upsig"	"upsig"	"upsig"	"upsig"
"4:17800001-17810000"	0	11.8473627596271	0	7.78263854653141	3.63535419764897	12.9667797585975	1.41544509626477	0	2.09949242671092	5.17785500452631	2.92142911345801	12.4830649669413	20.6930405855671	1.44471331361829	17.5825373755294	11.8952483612623	8.19981304426259	2.81669769376539	33.7259522962535	4.39958529509008	23.600564412218	2.80452850021458	47.7559374773389	22.2718157817938	0.0277555638892723	0.0277555638893099	1.39132687554729	1.71021755424913	"upsig"	"upsig"	"upsig"	"upsig"
"4:18190001-18200000"	48.9814722682998	0	0	5.66010076111375	7.27070839529795	25.9335595171949	5.6617803850591	0	0	17.2595166817544	0	0	0	15.8918464498012	0	43.1202753095757	0	0.704174423441347	29.3269150402204	17.5983411803603	1.88804515297744	77.8256658809546	10.2858942258884	157.387498191343	0.0479540152470503	0.0479540152470966	2.15362325285716	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:18200001-18210000"	5.59788254494855	0	0	0.707512595139219	2.90828335811918	0	2.83089019252955	7.34870270411683	0	8.62975834087718	0	0	3.06563564230623	1.44471331361829	0	0	0	9.15426750473751	8.06490163606061	5.86611372678678	18.8804515297744	7.01132125053645	0	53.4523578763052	0.0481255789120062	0.0481255789120527	2.39160308821123	3.30885860281225	"upsig"	"upsig"	"upsig"	"upsig"
"4:18640001-18650000"	0	0	0	12.7352267125059	29.8099044207216	0	21.939398992104	5.87896216329346	2.79932323561456	6.90380667270174	24.1017901860286	3.12076624173533	32.1891742442154	5.77885325447318	0	194.78469191567	2.7332710147542	10.5626163516202	11.7307660160882	32.2636254973273	18.8804515297744	112.882272133637	0	74.9817797987058	0.0249515471830324	0.024951547183077	2.39628248431111	1.7080381270921	"upsig"	"upsig"	"upsig"	"upsig"
"4:19380001-19390000"	0	0	0	0	0	0	0	2.93948108164673	1.39966161780728	3.45190333635087	0	0	0	10.1129931953281	0	11.8952483612623	0	0	3.66586438002755	4.39958529509008	9.44022576488721	5.60905700042916	17.6329615300944	2.96957543757251	0.00897159976049491	0.00897159976050677	2.37209014589076	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:19540001-19550000"	0	16.7256886018265	0	8.49015114167062	1.45414167905959	0	0	18.3717567602921	1.39966161780728	25.0262991885438	30.6750056913091	21.8453636921473	13.0289514798015	9.39063653851891	0	26.7643088128401	0	14.7876628922683	26.3942235361984	16.865076964512	0	50.4815130038625	88.1648076504718	23.7566035005801	0.0338592582606327	0.0338592582606729	1.49273618569169	1.48446644571338	"upsig"	"upsig"	"upsig"	"upsig"
"4:19550001-19560000"	0	0	0	9.19766373680984	2.90828335811918	0	7.07722548132387	0.734870270411683	2.79932323561456	21.5743958521929	23.3714329076641	28.086896175618	0	5.77885325447318	1.46521144796078	8.1779832483678	20.4995326106565	2.81669769376539	42.5240268083196	17.5983411803603	0	28.0452850021458	144.737225892858	39.3468745478357	0.0313953836588479	0.0313953836588957	2.29726837176084	2.87244102817452	"upsig"	"upsig"	"upsig"	"upsig"
"4:19880001-19890000"	0	0	0	6.36761335625297	12.3602042720065	2.88150661302166	3.53861274066194	0	3.4991540445182	6.04083083861403	13.8767882889255	0	12.2625425692249	46.2308260357854	0	0	23.2328036254107	4.22504654064808	35.92547092427	7.33264215848348	33.0407901771052	24.5396243768776	16.8982547996738	60.8762964702364	0.0195864450212773	0.0195864450213197	1.68171292119212	2.73108517892898	"upsig"	"upsig"	"upsig"	"upsig"
"4:20070001-20080000"	0	0	0	24.0554282347334	2.90828335811918	0	5.6617803850591	0	1.39966161780728	3.45190333635087	10.225001897103	9.362298725206	9.19690692691869	20.2259863906561	0	23.0470436999456	2.7332710147542	1.40834884688269	35.1922980482645	13.9320201011186	18.8804515297744	7.01132125053645	2.93882692168239	20.7870280630076	0.0462865404169161	0.0462865404169591	1.2790352051118	2.26016471454332	"upsig"	"upsig"	"upsig"	"upsig"
"4:20160001-20170000"	0	0	0	0	4.36242503717877	0	6.36950293319149	0	0	8.62975834087718	2.92142911345801	9.362298725206	1.53281782115312	0	0	0	0	0	17.5961490241322	26.3975117705405	24.5445869887068	18.2294352513948	32.3270961385063	0	0.00529138116622975	0.00529138116623207	2.58076685056358	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:20960001-20970000"	1.39947063623714	52.2677768807079	0	0	18.9038418277747	0	4.24633528879432	2.93948108164673	0	34.5190333635087	2.92142911345801	12.4830649669413	26.057902959603	8.66827988170976	0	75.8322083030469	8.19981304426259	1.40834884688269	23.4615320321763	27.1307759863889	20.7684966827519	5.60905700042916	119.757197058558	31.1805420945113	0.0438268426375632	0.0438268426376077	1.66746288908983	2.99666382614238	"upsig"	"upsig"	"upsig"	"upsig"
"4:21270001-21280000"	18.1931182710828	0	20.5389243779468	0	38.5347544950791	1.44075330651083	1.41544509626477	7.34870270411683	0	12.0816616772281	23.3714329076641	0	67.4439841307371	13.0024198225646	0	90.7012687546247	37.5824764528702	8.45009308129616	21.9951862801653	43.2625887350525	33.0407901771052	103.76755450794	0	1.48478771878625	0.0444079094738426	0.0444079094738883	1.47959270720232	2.16868669669747	"upsig"	"upsig"	"upsig"	"upsig"
"4:21850001-21860000"	0	0.696903691742771	0	9.90517633194906	4.36242503717877	0	2.83089019252955	0	0	6.90380667270174	2.92142911345801	1.56038312086767	7.66408910576558	7.22356656809147	0	60.2196948288902	1.3666355073771	0	0	14.665284316967	5.66413545893233	29.4475492522531	11.7553076867296	1.48478771878625	0.0469752828010647	0.0469752828011091	2.23648371253943	1.85995547067947	"upsig"	"upsig"	"upsig"	"upsig"
"4:21880001-21890000"	0	0	0	0	15.9955584696555	2.88150661302166	4.24633528879432	5.87896216329346	5.59864647122912	15.5335650135789	52.5857240422442	3.12076624173533	65.911166309584	13.0024198225646	1.46521144796078	11.1517953386834	163.996260885252	1.40834884688269	51.3221013203857	29.3305686339339	29.2646998711504	1.40226425010729	140.328985510334	2.96957543757251	0.049243029756407	0.0492430297564483	1.94823083114448	2.78487128752353	"upsig"	"upsig"	"upsig"	"upsig"
"4:21980001-21990000"	2.79894127247427	1.39380738348554	0	1.41502519027844	29.8099044207216	0	17.6930637033097	4.4092216224701	2.79932323561456	16.3965408476666	18.9892892374771	3.12076624173533	4.59845346345935	8.66827988170976	0	10.4083423161045	162.629625377875	0	23.4615320321763	11.7322274535736	1.88804515297744	4.90792487537552	33.7965095993475	155.902710472557	0.0378954124458236	0.0378954124458739	2.5892231445855	1.9105047435085	"upsig"	"upsig"	"upsig"	"upsig"
"4:22720001-22730000"	0	0	0	1.41502519027844	2.18121251858938	0	6.36950293319149	0	0	3.45190333635087	0	0	4.59845346345935	10.1129931953281	1.46521144796078	4.46071813547335	4.0999065221313	0	4.39903725603306	5.86611372678678	5.66413545893233	0	22.7759086430385	11.87830175029	0.0352934076463034	0.035293407646347	1.73588094169856	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:23140001-23150000"	4.19841190871141	0	0	1.41502519027844	2.18121251858938	0	5.6617803850591	20.5763675715271	1.39966161780728	11.2186858431403	0	12.4830649669413	0	0	0	48.3244464676279	23.2328036254107	4.92922096408943	11.7307660160882	2.93305686339339	5.66413545893233	0	5.87765384336479	36.3772991102632	0.0246272869689133	0.0246272869689566	1.97070552672919	2.07016231250665	"upsig"	"upsig"	"upsig"	"upsig"
"4:23240001-23250000"	4.19841190871141	0	0	4.24507557083531	6.54363755576815	0	1.41544509626477	0	0	5.17785500452631	0	0	6.13127128461246	4.33413994085488	0	19.3297785870512	0	1.40834884688269	14.6634575201102	11.7322274535736	2.83206772946616	4.20679275032187	4.40824038252359	42.3164499854082	0.0169985078389544	0.0169985078389863	2.39164523900448	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:23380001-23390000"	0	0	0	2.83005038055687	2.90828335811918	2.88150661302166	9.90811567385343	4.4092216224701	0	11.2186858431403	0.730357278364502	1.56038312086767	1.53281782115312	0	0	0	8.19981304426259	0	6.59855588404959	14.665284316967	2.83206772946616	4.90792487537552	45.5518172860771	19.3022403442213	0.0317633063952713	0.0317633063953203	2.16306083383127	2.10596408076373	"upsig"	"upsig"	"upsig"	"upsig"
"4:23480001-23490000"	0	0	0	0	13.0872751115363	4.32225991953249	0	0	0	8.62975834087718	5.84285822691602	0	0	4.33413994085488	0	17.8428725418934	6.83317753688549	0	15.3966303961157	10.2656990218769	1.88804515297744	0	14.694134608412	0	0.0406250206163129	0.0406250206163581	1.62277627087775	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:23690001-23700000"	12.5952357261342	14.6349775265982	0	0	20.3579835068342	0	3.53861274066194	4.4092216224701	0	13.8076133454035	6.57321550528052	0	0	4.33413994085488	0	0	0	59.8548259925145	11.7307660160882	11.7322274535736	24.5445869887068	73.6188731306328	2.93882692168239	48.9979947199464	0.0113955567711714	0.0113955567711931	2.27729076518104	1.72922115652064	"upsig"	"upsig"	"upsig"	"upsig"
"4:24680001-24690000"	0	0	22.6636406929068	1.41502519027844	29.8099044207216	59.070885566944	33.2629597622222	7.34870270411683	4.19898485342184	37.1079608657719	24.8321474643931	1.56038312086767	22.2258584067202	49.120252663022	0	20.816684632209	137.346868491398	2.81669769376539	43.2571996843251	40.3295318716591	22.6565418357293	30.1486813773068	13.9594278779914	137.342863987729	0.0487651574750067	0.0487651574750473	1.35362264169001	0.439855764008435	"upsig"	"upsig"	"nosig"	"nosig"
"4:24690001-24700000"	0	0	1.41647754330668	1.41502519027844	10.1789917534171	0	9.90811567385343	2.93948108164673	0	12.0816616772281	21.9107183509351	0	22.9922673172967	11.5577065089464	0	63.1935069192058	9.56644855163969	7.04174423441347	8.79807451206612	4.39958529509008	5.66413545893233	26.6430207520385	2.20412019126179	86.1176876896028	0.0438171109947991	0.0438171109948436	1.91520296451671	2.63488009012203	"upsig"	"upsig"	"upsig"	"upsig"
"4:24980001-24990000"	1.39947063623714	0	0	7.07512595139219	4.36242503717877	0	16.9853411551773	4.4092216224701	0	8.62975834087718	48.2035803720571	0	36.0212187970982	19.503629733847	26.3738060632941	55.7589766934168	0	34.504546748626	17.5961490241322	20.5313980437537	13.2163160708421	32.9532098775213	4.40824038252359	103.935140315038	0.0498079011092485	0.0498079011092908	1.44680978262703	2.2192359695265	"upsig"	"upsig"	"upsig"	"upsig"
"4:25040001-25050000"	0	0	0	1.41502519027844	26.9016210626024	0	5.6617803850591	16.9020162194687	0	15.5335650135789	0	3.12076624173533	27.5907207807561	0	2.93042289592156	176.941819373776	17.7662615959023	30.9836746314193	22.7283591561708	11.7322274535736	22.6565418357293	0	63.9194855465921	1.48478771878625	0.0370989101581358	0.0370989101581842	2.53612981303177	4.00102803203104	"upsig"	"upsig"	"upsig"	"upsig"
"4:25480001-25490000"	0	0	29.0377896377869	36.0831423521002	8.72485007435754	0	0	16.167145949057	0	24.1633233544561	59.8892968258892	0	0	8.66827988170976	0	110.031047341676	0	24.6461048204471	83.5817078646281	19.064869612057	48.1451514009248	0	5.87765384336479	59.3915087514502	0.0312612436380464	0.031261243638094	1.67761578511972	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:26040001-26050000"	5.59788254494855	0	0	12.7352267125059	0	0	0.707722548132387	5.87896216329346	0	1.72595166817544	0	0	0	0	0	23.0470436999456	4.78322427581984	0	21.9951862801653	1.46652843169669	5.66413545893233	14.0226425010729	0	0	0.0330482790809874	0.0330482790810402	2.15044777295099	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:26130001-26140000"	15.3941769986085	0	0	2.83005038055687	7.27070839529795	5.76301322604332	4.24633528879432	4.4092216224701	1.39966161780728	15.5335650135789	1.460714556729	0	0	0	0	0	0	0	20.5288405281543	13.9320201011186	7.55218061190977	37.1600026278432	11.020600956309	16.3326649066488	0.0360341103362484	0.036034110336294	1.60642332048806	2.91545670781851	"upsig"	"upsig"	"upsig"	"upsig"
"4:26510001-26520000"	0	11.8473627596271	0	0	4.36242503717877	0	2.12316764439716	11.7579243265869	1.39966161780728	24.1633233544561	20.4500037942061	6.24153248347067	0	7.22356656809147	0	7.43453022578891	7.51649529057404	1.40834884688269	14.6634575201102	8.79917059018017	23.600564412218	35.7577383777359	10.2858942258884	28.2109666569388	0.0263920441620945	0.0263920441621442	1.35718401929541	2.27637702761975	"upsig"	"upsig"	"upsig"	"upsig"
"4:26690001-26700000"	0	8.36284430091326	0	4.24507557083531	18.9038418277747	0.720376653255414	11.3235607701182	2.93948108164673	6.99830808903639	27.615226690807	36.5178639182251	7.80191560433833	15.3281782115312	0	0	53.5286176256802	13.666355073771	5.63339538753078	25.6610506601928	36.6632107924174	7.55218061190977	79.9290622561156	0	23.0142096411869	0.0269043914145258	0.0269043914145775	1.54035525273541	1.71744681470532	"upsig"	"upsig"	"upsig"	"upsig"
"4:26820001-26830000"	6.99735318118568	0	0	0	2.90828335811918	0	7.78494802945626	2.93948108164673	4.19898485342184	3.45190333635087	20.4500037942061	6.24153248347067	0	14.4471331361829	0	0	25.9660746401649	26.7586280907712	4.39903725603306	7.33264215848348	3.77609030595488	0	60.9806586249097	26.7261789381526	0.0300497350041142	0.0300497350041583	1.90453480964675	1.31877164307742	"upsig"	"upsig"	"upsig"	"upsig"
"4:27150001-27160000"	2.79894127247427	23.6947255192542	2.12471631496001	2.83005038055687	6.54363755576815	0	6.36950293319149	0	2.79932323561456	31.0671300271578	13.146431010561	0	18.3938138538374	1.44471331361829	0	22.3035906773667	44.4156539897557	0	10.2644202640771	10.2656990218769	24.5445869887068	1.40226425010729	77.8789134245834	69.0426289235608	0.0135289308300467	0.0135289308300776	1.9628052363022	2.99412600127663	"upsig"	"upsig"	"upsig"	"upsig"
"4:27660001-27670000"	0	4.18142215045663	0	2.83005038055687	5.81656671623836	0	1.41544509626477	8.8184432449402	2.79932323561456	27.615226690807	0	0	10.7297247480718	15.8918464498012	0	54.2720706482591	19.1328971032794	26.7586280907712	8.79807451206612	10.2656990218769	10.3842483413759	9.81584975075103	2.93882692168239	37.8620868290495	0.00765379348237218	0.00765379348238548	1.90695280730179	1.89124680271846	"upsig"	"upsig"	"upsig"	"upsig"
"4:27800001-27810000"	0	0	0	0	4.36242503717877	0	5.6617803850591	5.87896216329346	0	10.3557100090526	0	0	0	3.61178328404573	0	7.43453022578891	38.9491119602473	0	17.5961490241322	2.93305686339339	9.44022576488721	28.0452850021458	1.4694134608412	7.42393859393127	0.00659231419608031	0.00659231419608863	2.66020684064676	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:27840001-27850000"	2.79894127247427	0	0	12.7352267125059	1.45414167905959	2.88150661302166	4.24633528879432	0	1.39966161780728	0	0	10.9226818460737	0	1.44471331361829	0	15.6125134741567	4.0999065221313	1.40834884688269	11.7307660160882	8.79917059018017	7.55218061190977	0	4.40824038252359	46.770813141767	0.0360686890209514	0.0360686890209968	2.14283489799655	2.43181518408116	"upsig"	"upsig"	"upsig"	"upsig"
"4:27930001-27940000"	0	0	0	2.83005038055687	10.1789917534171	0	1.41544509626477	10.2881837857636	0	18.9854683499298	0	0	10.7297247480718	2.88942662723659	7.3260572398039	20.816684632209	4.0999065221313	20.4210582797991	21.9951862801653	19.064869612057	20.7684966827519	0	8.81648076504718	0	0.0117889667640431	0.0117889667640664	1.58030118405838	3.75158896954909	"upsig"	"upsig"	"upsig"	"upsig"
"4:28380001-28390000"	0	0	0	1.41502519027844	5.08949587670856	0	2.83089019252955	19.1066270307038	0	1.72595166817544	17.5285746807481	14.043448087809	6.13127128461246	15.8918464498012	0	15.6125134741567	17.0829438422137	2.81669769376539	21.2620134041598	4.39958529509008	11.3282709178647	42.7690596282724	0	43.0588438448014	0.0187752177551458	0.0187752177551848	1.65551231297656	3.17723884652519	"upsig"	"upsig"	"upsig"	"upsig"
"4:28440001-28450000"	0	0	0	9.90517633194906	7.27070839529795	0	4.24633528879432	0	0	18.9854683499298	17.5285746807481	0	0	0	0	0	42.3657007286901	29.5753257845366	26.3942235361984	2.93305686339339	37.7609030595488	0	0	1.48478771878625	0.0311244161509433	0.0311244161509906	2.01514091254433	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:28580001-28590000"	0	0	0	16.9803022833412	9.45192091388733	11.5260264520866	0	0	0	12.0816616772281	24.8321474643931	0	0	2.88942662723659	0	66.9107720321002	4.0999065221313	25.3502792438885	21.9951862801653	4.39958529509008	10.3842483413759	0	30.8576826776651	1.48478771878625	0.0402088079582541	0.0402088079582983	1.82651611690584	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:29130001-29140000"	0	0	0	0	34.8994002974301	0	18.4007862514421	13.2276648674103	2.79932323561456	29.3411783589824	1.460714556729	0	15.3281782115312	14.4471331361829	0	16.3559664967356	53.2987847877068	0	29.3269150402204	35.1966823607207	5.66413545893233	15.4249067511802	85.2259807287894	83.8905061114234	0.00594124354224443	0.00594124354224967	2.05721764878084	4.32747913017438	"upsig"	"upsig"	"upsig"	"upsig"
"4:29710001-29720000"	0	0	0	1.41502519027844	0	0	0	0	0	7.76678250678946	4.38214367018701	0	0	0	0	1.48690604515778	44.4156539897557	0	10.9975931400826	0.733264215848347	1.88804515297744	11.919246125912	25.7147355647209	0	0.0199897394941451	0.0199897394941887	3.57748291878867	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:29820001-29830000"	0	0	0	13.4427393076452	10.1789917534171	0	1.41544509626477	0	0	18.9854683499298	37.9785784749541	0.780191560433833	13.795360390378	7.22356656809147	0	84.7536445739936	30.0659811622962	8.45009308129616	7.3317287600551	35.929946576569	7.55218061190977	14.0226425010729	0	23.7566035005801	0.0371796764837592	0.0371796764838076	1.76628483930305	4.16778604146068	"upsig"	"upsig"	"upsig"	"upsig"
"4:30230001-30240000"	0	0	0	5.66010076111375	0	0	0	1.46974054082337	0	0	11.685716453832	3.12076624173533	4.59845346345935	0	0	17.8428725418934	0	1.40834884688269	6.59855588404959	0	15.1043612238195	4.20679275032187	10.2858942258884	0	0.0450705648348285	0.0450705648348727	1.80018600815705	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:31020001-31030000"	0	0	0	0	7.27070839529795	0	0	0	0	15.5335650135789	2.92142911345801	0	8.43049801634214	0	16.1173259275686	0	0	1.40834884688269	2.93269150402204	7.33264215848348	11.3282709178647	131.812839510085	127.838971093184	125.464562237438	0.015374537376393	0.0153745373764189	3.75808229303617	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:31030001-31040000"	0	0	0.708238771653338	9.19766373680984	7.27070839529795	0	4.24633528879432	1.46974054082337	5.59864647122912	15.5335650135789	0	4.681149362603	9.19690692691869	9.39063653851891	0	2.97381209031557	8.19981304426259	0	1.46634575201102	5.86611372678678	11.3282709178647	139.525292885675	16.1635480692532	121.01019908108	0.0472317496908267	0.0472317496908716	2.92446883630601	0.949372726342658	"upsig"	"upsig"	"nosig"	"nosig"
"4:31420001-31430000"	0	0.696903691742771	0	19.8103526638981	6.54363755576815	0	7.07722548132387	0	2.79932323561456	17.2595166817544	4.38214367018701	28.086896175618	24.5250851384499	0	0	48.3244464676279	61.4985978319694	5.63339538753078	14.6634575201102	2.93305686339339	3.77609030595488	18.2294352513948	5.87765384336479	25.2413912193663	0.0468452815105456	0.0468452815105899	1.48073315858889	2.38907533047104	"upsig"	"upsig"	"upsig"	"upsig"
"4:31450001-31460000"	0	2.78761476697109	0	9.19766373680984	53.8032421252048	0	7.07722548132387	1.46974054082337	2.79932323561456	37.9709366998596	13.146431010561	4.681149362603	0	7.22356656809147	0	0	300.659811622962	0	40.324508180303	7.33264215848348	11.3282709178647	76.4234016308473	26.4494422951415	129.918925393797	0.0369753358792042	0.0369753358792523	2.81658464073614	3.24008731394896	"upsig"	"upsig"	"upsig"	"upsig"
"4:31480001-31490000"	0	0	0	1.41502519027844	4.36242503717877	0	0	4.4092216224701	0	26.7522508567193	11.685716453832	12.4830649669413	0	15.8918464498012	0	16.3559664967356	24.5994391327878	9.85844192817886	14.6634575201102	2.19979264754504	15.1043612238195	84.1358550064374	0	25.9837850787595	0.0280287786191391	0.0280287786191773	2.06190502680883	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:31490001-31500000"	0	0	0	60.8460831819728	4.36242503717877	0	7.07722548132387	2.93948108164673	0	10.3557100090526	0	0	1.53281782115312	8.66827988170976	0	23.7904967225245	41.6823829750015	21.8294071266818	41.0576810563086	36.6632107924174	34.9288353300827	21.0339637516094	1.4694134608412	45.2860254229808	0.00122654463992922	0.00122654463991068	2.21997911502074	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:31550001-31560000"	0	0	0	1.41502519027844	8.72485007435754	1.44075330651083	9.90811567385343	11.7579243265869	2.79932323561456	20.7114200181052	4.38214367018701	0	0	13.0024198225646	0	102.596517115887	2.7332710147542	14.0834884688269	19.0624947761433	10.9989632377252	7.55218061190977	0	127.838971093184	7.42393859393127	0.0357700794758601	0.0357700794759052	2.71600274400736	2.93247230591599	"upsig"	"upsig"	"upsig"	"upsig"
"4:31560001-31570000"	0	0	0	7.07512595139219	1.45414167905959	11.5260264520866	1.41544509626477	7.34870270411683	0	8.62975834087718	4.38214367018701	14.8236396482428	0	12.2800631657555	0	55.7589766934168	6.83317753688549	0	10.9975931400826	16.865076964512	9.44022576488721	1.40226425010729	47.0212307469183	1.48478771878625	0.0397597304750273	0.0397597304750705	1.85672577187465	2.69865352243691	"upsig"	"upsig"	"upsig"	"upsig"
"4:33310001-33320000"	0	0	0	0	0	0	6.36950293319149	0	0	3.45190333635087	2.92142911345801	3.12076624173533	21.4594494961436	4.33413994085488	0	40.1464632192601	21.182850364345	2.81669769376539	7.3317287600551	0	7.55218061190977	0	2.93882692168239	34.892511391477	0.0277781724597908	0.0277781724598286	2.22512486394213	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"4:33880001-33890000"	0	0	0	4.24507557083531	9.45192091388733	0	4.24633528879432	7.34870270411683	1.39966161780728	1.72595166817544	0	0	3.06563564230623	40.4519727813122	0	31.9684799708923	113.430747112299	0	43.2571996843251	10.9989632377252	1.88804515297744	36.4588705027896	13.9594278779914	13.3630894690763	0.016750093275934	0.016750093275965	2.61995432199098	3.31808982595023	"upsig"	"upsig"	"upsig"	"upsig"
"4:33950001-33960000"	1.39947063623714	22.3009181357687	0	45.28080608891	17.4497001487151	0	29.0166244734279	39.6829946022309	0	37.9709366998596	24.8321474643931	0	4.59845346345935	27.4495529587476	1.46521144796078	60.2196948288902	63.5485510930351	18.308535009475	13.9302846441047	11.7322274535736	7.55218061190977	53.9871736291307	46.2865240164977	89.8296569865684	0.0171239463912119	0.0171239463912443	1.27616852287369	1.40738997875379	"upsig"	"upsig"	"upsig"	"upsig"
